Market Data - All Shares
As of  07/06/2023 

Name,Symbol ,ISIN,Index,Last Price (0.01 NIS),Change (%),Turnover(NIS thousands),Last Trade
WILLY FOOD,WLFD,IL0003710139,"TA-Growth, TA-AllShare, TA-Rimon",2320.00,0.22,187.43,EoD
WIND BUZZ,WNBZ,IL0011051625,,32.60,0.00,10.07,EoD
XTL BIO,XTLB,IL0010854979,,4.40,0.00,11.14,EoD
YAACOBI GROUP,YAAC,IL0011424210,,52.40,0.00,0.00,EoD
YBOX,YBOX,IL0004860271,"TA-RealEstate, TA-Growth, TA-AllShare, TA-Construction",69.30,-0.57,57.58,EoD
YOCHANANOF,YHNF,IL0011612640,"TA-90, TA-125, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA Sector-Balance, TA-Family, TA-125 Fossil Free, TA-Retail",16980.00,1.07,4777.26,EoD
ZANLAKOL,ZNKL,IL0001300131,"TA-Growth, TA-AllShare, TA-Industrials",1798.00,0.33,16.36,EoD
ZEPHYRUS,ZPRS,IL0011946956,"TA-90, TA-125, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Rimon, TA-SME150, TA-Energy Utilities, TA-Cleantech",1715.00,0.88,127.06,EoD
ZMH,ZMH,IL0011040586,"TA-SME60, TA-RealEstate, Tel-Div Index, TA-AllShare, TA-Rimon, TA-SME150, TA-Family, TA-Construction",2244.00,3.74,189.92,EoD
ZOOZ POWER,ZOOZ,IL0011741845,"TA-Growth, TA Global-BlueTech, TA-AllShare, TA-Technology Index, TA Tech - Elite, TA-Energy Utilities, TA-Cleantech",95.90,1.59,328.14,EoD
ZUR,ZUR,IL0007300101,"TA-SME60, TA-AllShare, TA-Rimon, TA-SME150, TA-Family",502.30,0.36,130.52,EoD
