Symbol,Name,Sector,Country,sss_value,sss_value_normalized,annualized_revenue,annualized_revenue_bonus,annualized_earnings,annualized_retained_earnings,annualized_retained_earnings_bonus,quarterized_revenue,quarterized_revenue_bonus,quarterized_earnings,quarterized_earnings_bonus,quarterized_retained_earnings,quarterized_retained_earnings_bonus,effective_earnings,effective_retained_earnings,effective_revenue,annualized_total_revenue,annualized_total_revenue_bonus,annualized_net_income,quarterized_total_revenue,quarterized_total_revenue_bonus,quarterized_net_income,quarterized_net_income_bonus,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,evr_effective_normalized,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,trailing_12months_price_to_sales_normalized,pe_effective,pe_effective_normalized,enterprise_value_to_ebitda,effective_ev_to_ebitda,ebitda,quarterized_ebitd,annualized_ebitd,ebitd,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,effective_profit_margin_normalized,held_percent_institutions,held_percent_insiders,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,rqg_effective,rqg_factor_effective,price_to_earnings_to_growth_ratio,effective_peg_ratio,annualized_cash_flow_from_operating_activities,annualized_cash_flow_from_operating_activities_bonus,quarterized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities_bonus,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,annualized_debt_to_equity,annualized_debt_to_equity_bonus,quarterized_debt_to_equity,quarterized_debt_to_equity_bonus,debt_to_equity_effective,debt_to_equity_effective_used,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,annualized_total_ratio,annualized_total_ratio_bonus,quarterized_total_ratio,quarterized_total_ratio_bonus,annualized_other_current_ratio,annualized_other_current_ratio_bonus,quarterized_other_current_ratio,quarterized_other_current_ratio_bonus,annualized_other_ratio,annualized_other_ratio_bonus,quarterized_other_ratio,quarterized_other_ratio_bonus,annualized_total_current_ratio,annualized_total_current_ratio_bonus,quarterized_total_current_ratio,quarterized_total_current_ratio_bonus,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,annualized_total_assets,annualized_total_assets_bonus,quarterized_total_assets,quarterized_total_assets_bonus,effective_total_assets,annualized_total_stockholder_equity,annualized_total_stockholder_equity_bonus,quarterized_total_stockholder_equity,quarterized_total_stockholder_equity_bonus,effective_total_stockholder_equity,calculated_roa,calculated_roe,annualized_working_capital,quarterized_working_capital,effective_working_capital,annualized_total_liabilities,annualized_total_liabilities_bonus,quarterized_total_liabilities,quarterized_total_liabilities_bonus,effective_total_liabilities,altman_z_score_factor,skip_reason
JEF,Jefferies Financial Group Inc.,Financial Services,United States,28.5735621,0.073021553507776,24639816931.733334,4.0,831512436.0,12254619733.333334,2.0,8756052000.0,1.0,1552767000.0,1.0,40767147000.0,1.5,1552767000.0,40767147000.0,8756052000.0,24639816931.733334,4.0,831512436.0,8756052000.0,1.0,1552767000.0,1.0,1552767000.0,8756052000.0,3.499,3.499,0.05394030955170501,9.144288,13.80756,9.727197,1.1333116,0.0189330477284,12.969596,0.00014821330562128396,13.255,13.3637344,2273817480.4979253,2236512000.0,916246785.4666668,2236512000.0,0.17734,4.7355678,36.9075,0.4838788,2.75,1.7999289,1.7077950292075118e-08,0.73884,0.18678,2.91,4.394,40.54,0.1083868,1.0171121,246972000,1537430016,6.2251187,4945,30633934848,9923335168,310905.9688574,6.647,0.573,0.6370992,0.1880747,0.6370992,0.1880747,5.1445248,22.9315449,0.4767687,7.1548438,0.42,0.42,519746365.5333334,0.5,466701000.0,0.5,58.9401617,65.6393169,65.6393169,2.1519191,0.5,2.363581,0.5,2.363581,1.5383942,USD,USD,1.0,1.0,0,0,0,0,40.54,22.7,44.47,34.412,17.8077415,78.5903084,-8.8374185,1.6389527,19.381996,0.2065751,0.1666667,1.2155772,1.0,0.5423483,12.0,0.0194375,0.5,0.0285843,0.0833333,0.1247567,0.5,1.2091172,1.0,4.9010633,4.0,1.2255772,0.0294375,0.1347567,4.9110633,3.0683203,50947936666.66666,1.0,84931812000.0,1.5,84931812000.0,4792588433.333333,0.5,9852198066.666666,1.0,9852198066.666666,0.1182825,0.2576061,4390599733.333333,4954302333.333333,4954302333.333333,82314885600.0,2.0,69877164600.0,1.5,69877164600.0,0.2546619,None
WTFC,Wintrust Financial Corporation,Financial Services,United States,29.2375033,0.07303613213540618,5517587733.333333,4.0,314048133.3333333,3836457200.0,2.0,1730935000.0,1.0,466776000.0,1.0,12869199000.0,1.5,466776000.0,12869199000.0,1730935000.0,5517587733.333333,4.0,314048133.3333333,1730935000.0,1.0,466776000.0,1.0,466776000.0,1730935000.0,1.415,1.415,0.021813529012764385,15.006479,17.415413,15.3075958,3.0521693,0.05098938988364472,20.4101277,0.00023324184458556256,0.0,100000.0,0.0,60633000.0,52917333.3333333,60633000.0,0.26967,8.0418659,36.9075,0.7301138,2.75,3.0148832,2.8605588490752254e-08,0.93322,0.01331,5.32,6.174,92.85,0.0664943,1.3758334,57022200,435516992,7.6376743,5096,2449803520,5283106816,85462.5180534,3.853,0.463,-0.0429142,0.0564193,-0.0429142,0.0564193,2.8790215,17.2176794,0.3613548,6.2612795,1.01,1.01,-514068800.0,0.25,249982500.0,0.5,20984.0828378,9.7999001,9.7999001,20.2630989,2.0,10.8329818,1.0,10.8329818,3.2923495,USD,USD,1.0,1.0,0,0,0,0,92.85,54.13,94.92,78.2316,18.6860553,71.5314982,-2.1807838,1.8985045,46.8241426,0.3690034,0.3333333,1.1021969,1.0,8.2940316,1.0,1866.8265068,2.0,79.6588774,2.0,36.9026911,1.0,0.4403094,3.0,0.0827761,0.5,1.1121969,1866.8365068,36.9126911,0.0927761,0.6024865,79671219200.0,2.0,69052966200.0,1.5,69052966200.0,7070671866.666667,2.0,5784071100.0,1.5,5784071100.0,0.1067597,0.1807003,-28307801533.33333,-32090349200.0,-32090349200.0,72043880666.66667,2.0,62650145100.0,1.5,62650145100.0,1e-05,None
MAS,Masco Corporation,Industrials,United States,3.5761246,0.07313910649642062,27641066666.666668,4.0,1035533333.3333334,-413333333.3333333,0.25,7577000000.0,1.0,788000000.0,1.0,-980000000.0,0.25,788000000.0,-980000000.0,7577000000.0,27641066666.666668,4.0,1035533333.3333334,7577000000.0,1.0,788000000.0,1.0,788000000.0,7577000000.0,2.269,2.269,0.03497872602824197,22.651287,17.108585,21.9584493,2.269236,0.03790974476481446,21.9584493,0.0002509356773387829,11.166,11.1281096,1550477293.9279957,1561000000.0,1302933333.3333333,1561000000.0,0.104,94.519189,588.2132813,0.2209941,2.75,31.6157277,2.9997397458776423e-07,0.95394,0.00575,3.96,2.991,68.09,0.0439272,1000.0,253786000,760000000,2.994649,18000,17195132928,17194002432,42222.2222222,-0.823,0.246,0.3087369,0.058459,0.3087369,0.058459,-0.5400658,0.1959934,0.1991148,4.7122276,1.36,1.36,918066666.6666666,1.0,243500000.0,0.5,18.7297214,70.6165623,70.6165623,-2.1225336,2.0,-157.5854603,1.0,-157.5854603,15759.5460298,USD,USD,1.0,1.0,0,0,0,0,68.09,51.53,68.89,59.9075,13.6585569,32.1366194,-1.1612716,1.9078341,48.2218251,1.0429919,1.0,1.0543223,1.0,0.2265891,0.3333333,1.2857143,1.0,1.1216541,2.0,2.0004319,4.0,1.7786585,1.0,1.8267389,1.0,1.0643223,1.2957143,2.0104319,1.8367389,1.4505306,5509600000.0,1.0,5610133333.333333,1.0,5610133333.333333,23000000.0,1.0,52666666.6666667,1.0,52666666.6666667,0.2404601,15.0620253,1390133333.3333333,1497000000.0,1497000000.0,5278600000.0,1.0,5320866666.666667,1.0,5320866666.666667,2.0681203,None
TPX,"Tempur Sealy International, Inc",Consumer Cyclical,United States,91.2123501,0.0736289712776075,13318826666.666666,4.0,260053333.3333333,3682906666.6666665,2.0,4402200000.0,1.0,537400000.0,1.0,12593550000.0,1.5,537400000.0,12593550000.0,4402200000.0,13318826666.666666,4.0,260053333.3333333,4402200000.0,1.0,537400000.0,1.0,537400000.0,4402200000.0,2.617,2.617,0.04034346673244127,22.249622,13.990505,21.2172324,1.977921,0.03304305073380053,21.2172324,0.00024246523562792616,13.267,13.2842754,866255962.6140046,864000000.0,510413333.3333333,864000000.0,0.12207,3.1489337,36.9075,0.3381732,2.75,1.204059,1.1424262230983499e-08,0.9643,0.02062,3.16,1.987,44.29,0.0448634,27.596754,196951008,536800000,2.7255509,9000,11522547712,8707204096,59644.4444444,5.122,0.758,0.6853545,0.1477637,0.6853545,0.1477637,4.0128386,20.2820709,0.6054409,8.0310085,0.45,0.45,472020000.0,1.0,797900000.0,1.0,24.411143,14.4410925,14.4410925,8.0443939,1.0,7.6997268,1.0,7.6997268,2.7758382,USD,USD,1.0,1.0,0,0,0,0,44.29,24.26,50.51,40.7319,8.7354138,82.5638912,-12.3143932,1.5260952,12.632515,6.8887919,6.0,1.1380515,1.0,0.5832003,1.0,0.5735359,1.0,0.5479549,1.0,0.2641424,0.5,1.0709684,1.0,2.2874838,2.0,1.1480515,0.5835359,0.2741424,2.2974838,1.7227677,6245440000.0,2.0,3364120000.0,1.0,3364120000.0,801133333.3333334,2.0,395646666.6666667,1.0,395646666.6666667,0.2597446,1.4582826,50646666.6666667,128146666.6666667,128146666.6666667,2716100000.0,1.0,2959266666.6666665,1.0,2959266666.6666665,3.0348521,None
ATUS,"Altice USA, Inc.",Communication Services,United States,78.1704612,0.07366307588937678,39104196800.0,4.0,371736733.3333333,-1327404800.0,0.25,9964236000.0,1.0,199393250.0,0.25,-17939124000.0,0.1666667,199393250.0,-17939124000.0,9964236000.0,39104196800.0,4.0,371736733.3333333,9964236000.0,1.0,199393250.0,0.25,199393250.0,9964236000.0,3.905,3.905,0.06019917370660418,13.231241,7.0530615,12.4589686,0.7974122,0.013321528908561817,12.4589686,0.00014237798315674447,8.972,8.9719956,4337290724.253233,4337295000.0,4201063133.3333335,4337295000.0,0.08004,1.3969927,36.9075,0.0088641,0.1,0.4962989,4.708945972372331e-09,0.5403,0.13473,2.45,1.306,18.38,0.0710555,1000.0,274016992,797572992,2.9106698,8900,38914134016,7945603584,89614.9429213,0.776,0.017,2.9035643,0.0176191,2.9035643,0.0176191,1.3078911,11.6863066,0.0171548,1.5597626,0.26,0.26,5479049200.0,2.0,2929788000.0,1.0,7.1023516,13.2822354,13.2822354,-43.9267553,0.25,-22.2606489,1.0,-22.2606489,2227.064886,USD,USD,1.0,1.0,0,0,0,0,18.38,16.07,38.3,29.8374,-38.3994584,14.3746111,-52.0104439,0.2078273,0.2088273,0.1715757,0.1666667,0.965526,1.0,0.0349232,0.5,0.1242799,1.0,0.3987859,1.0,0.8796876,2.0,0.4377854,1.0,0.0760022,0.25,0.975526,0.1342799,0.8896876,0.0860022,0.5307641,33699031066.666668,1.0,33439221333.33333,1.0,33439221333.33333,426557066.6666667,0.5,-1151714000.0,1.0,-1151714000.0,0.1059629,1e-06,-1547561666.6666667,-2159790333.333333,-2159790333.333333,65750440666.66666,2.0,34639433266.666664,1.0,34639433266.666664,0.0087693,None
FHN,First Horizon Corporation,Financial Services,United States,11.5412711,0.07375936141512329,2040626266.6666667,1.0,651967666.6666666,3936700000.0,2.0,8351364000.0,3.0,1064380000.0,1.0,12668428500.0,1.5,1064380000.0,12668428500.0,8351364000.0,2040626266.6666667,1.0,651967666.6666666,8351364000.0,3.0,1064380000.0,1.0,1064380000.0,8351364000.0,-0.183,1.1263944,0.017364407720293518,8.179635,10.321213,8.4473322,3.368038,0.0562662768166009,11.2631097,0.00012871200615748927,0.0,100000.0,0.0,58512000.0,63261600.0,58512000.0,0.38131,1.6208819,4.75,9.1017219,27.4725,3.7023046,3.512792862258118e-08,0.8413,0.01514,1.65,2.082,17.16,0.1213287,1.2472535,552374016,1035000000,1.8737304,8284,9406929920,9406929920,124939.6426847,16.923,1.635,0.7965001,0.1858919,0.7965001,0.1858919,12.891375,36.154561,1.272723,11.5315025,0.89,0.89,171173400.0,0.5,2636005000.0,1.0,54.9555592,3.5686313,3.5686313,18.4474974,2.0,5.1288697,0.5,5.1288697,2.2657008,USD,USD,1.0,1.0,0,0,0,0,17.16,12.13,19.45,16.9531,1.2204258,41.4674361,-11.7737789,1.3743169,6.7378509,1.119761,1.0,1.1076147,1.0,5.7671655,2.0,2.6346554,1.0,25.2207038,0.5,43.785879,1.0,0.1537089,1.0,0.1913815,1.0,1.1176147,2.6446554,43.795879,0.2013815,0.6594981,64666926933.333336,1.0,125164381700.0,1.5,125164381700.0,12273877733.333334,2.0,7328889800.0,1.0,7328889800.0,0.1085039,0.2452307,-46526335933.333336,-58251375533.333336,-58251375533.333336,57939510400.0,1.0,113046314800.0,1.5,113046314800.0,1e-05,None
VZ,Verizon Communications Inc.,Communication Services,United States,71.5618661,0.07381816252725168,129437866666.66669,1.0,18708333333.33333,109202533333.33331,2.0,132866000000.0,1.0,39980000000.0,2.0,372531000000.0,1.5,39980000000.0,372531000000.0,132866000000.0,129437866666.66669,1.0,18708333333.33333,132866000000.0,1.0,39980000000.0,2.0,39980000000.0,132866000000.0,3.05,3.05,0.0470185607695628,11.231916,9.911025,11.0668046,1.5966251,0.0266731402225667,11.0668046,0.00012646868047631022,8.245,8.2451167,49145390880.29109,49144000000.0,48111400000.0,49144000000.0,0.15045,0.6667434,4.75,1.4390584,8.9375,0.7530839,7.14535413591174e-09,0.66518,0.00019,5.17,4.562,51.73,0.0881887,2.9780312,4140069888,19989999616,4.8284208,129300,405215215616,212137181184,154601.6984996,0.234,0.109,-0.0438262,-0.0078282,-0.0438262,-0.0078282,0.1645434,4.3063955,0.0797929,3.0747645,2.9,2.9,76016533333.33333,2.0,57981000000.0,1.5,5.3306195,6.9887587,6.9887587,3.7934071,1.0,3.7273842,1.0,3.7273842,1.9316435,USD,USD,1.0,1.0,0,0,0,0,51.73,50.67,61.95,55.653,-7.049036,2.0919676,-16.4971751,0.1879433,0.1889433,7.6283564,6.0,1.2737947,1.0,0.3182995,1.0,0.3436089,1.0,0.1711706,1.0,2.9958242,4.0,2.2779852,2.0,1.0016739,1.0,1.2837947,0.3536089,3.0058242,1.0116739,1.1477343,598074266666.6666,2.0,510576800000.0,1.5,510576800000.0,125026933333.33331,2.0,107515300000.0,1.5,107515300000.0,0.1783036,0.4718541,5345333333.333333,20466666.6666667,20466666.6666667,235062266666.66663,1.0,400906600000.0,1.5,400906600000.0,0.9584404,None
WBA,"Walgreens Boots Alliance, Inc.",Healthcare,United States,7425.6138888,0.07398052939292105,545346133333.3333,4.0,2246800000.0,34278600000.0,1.0,133594000000.0,1.0,-2468000000.0,0.25,136065000000.0,1.0,-2468000000.0,136065000000.0,133594000000.0,545346133333.3333,4.0,2246800000.0,133594000000.0,1.0,-2468000000.0,0.25,-2468000000.0,133594000000.0,0.611,0.611,0.009419128075476353,5970.6806809,9.231661,5225.4995534,0.2900582,0.004845697992161902,5225.4995534,0.05971570450860282,20.876,21.3075797,4002490882.544549,3837000000.0,5766466666.666667,3837000000.0,-0.00433,0.3742552,36.9075,0.0012224,0.1,0.1247159,1.1833200416035384e-09,0.58453,0.17255,5.18,-0.712,47.81,-0.0148923,1.9579103,864393984,-649000000,-0.750815,223000,87010787328,41335320576,-2910.3139013,0.085,0.046,-0.5321102,0.0388273,-0.5321102,0.0388273,-0.0692775,0.2430722,0.0442068,2.3525416,2.12,2.12,6001933333.333333,1.0,5556000000.0,1.0,14.4971266,15.6606889,15.6606889,1.2517227,0.5,1.6441906,0.5,1.6441906,1.28326,USD,USD,1.0,1.0,0,0,0,0,47.81,37.22,57.05,50.42295,-5.1820649,28.4524449,-16.196319,1.0680787,1.4846342,0.2424622,0.1666667,1.3149233,1.0,28.3925278,6.0,0.8296306,0.25,0.4838714,3.0,0.1671446,1.0,0.121735,0.1666667,0.3825833,0.5,1.3249233,0.8396306,0.1771446,0.3925833,0.8587533,78002733333.33333,1.0,134482000000.0,1.5,134482000000.0,11287466666.666666,0.5,20742800000.0,1.0,20742800000.0,8.16e-05,1e-06,-7112533333.333333,-6986066666.666667,-6986066666.666667,109692933333.33331,2.0,102277600000.0,1.5,102277600000.0,1.3441217,None
DTE,DTE Energy Company,Utilities,United States,270.0396391,0.07413873148700961,12608200000.0,1.0,1266266666.6666667,13528400000.0,2.0,13579000000.0,1.0,1327000000.0,1.0,28739000000.0,1.0,1327000000.0,28739000000.0,13579000000.0,12608200000.0,1.0,1266266666.6666667,13579000000.0,1.0,1327000000.0,1.0,1327000000.0,13579000000.0,3.076,3.076,0.04741937473022138,15.135208,15.341597,15.1610066,1.5890208,0.026546103161584463,15.1610066,0.00017325619893881843,13.388,13.3696966,3128445904.989543,3137000000.0,2857200000.0,3137000000.0,0.09772,0.5069359,4.75,0.2156054,2.75,0.2744204,2.603735042162705e-09,0.74462,0.00609,7.26,7.359,112.75,0.0652683,1.7190393,193727008,1324999936,6.839521,10600,41769111552,21577314304,124999.9939623,-0.354,0.25,0.1080112,-0.0350243,0.1080112,-0.0350243,-0.2384972,0.2261503,0.1787439,4.4778118,7.75,7.75,3176600000.0,1.0,3932000000.0,1.0,13.1489994,10.6228666,10.6228666,2.6074767,1.0,2.8463952,1.0,2.8463952,1.6881263,USD,USD,1.0,1.0,0,0,0,0,112.75,98.451065,123.77021,114.532364,-1.5562099,14.5239008,-8.9037661,1.1294959,2.0763851,0.4638801,0.3333333,0.6785482,0.5,0.4438687,1.0,0.4467568,1.0,0.6434552,1.0,0.628133,1.0,1.0701477,1.0,3.2224533,2.0,0.6885482,0.4567568,0.638133,3.2324533,1.9605007,85251066666.66667,2.0,71931500000.0,1.5,71931500000.0,23476533333.33333,2.0,12427000000.0,1.0,12427000000.0,0.1184481,0.2067836,48333333.3333333,2030800000.0,2030800000.0,61320400000.0,2.0,53048100000.0,1.5,53048100000.0,0.2923939,None
CFX,Colfax Corporation,Industrials,United States,2586.4449406,0.07416929757892947,2946628800.0,1.0,-89206800.0,592489466.6666666,1.0,8079783000.0,3.0,80928000.0,1.0,3154569000.0,1.5,80928000.0,3154569000.0,8079783000.0,2946628800.0,1.0,-89206800.0,10497576000.0,3.0,94334000.0,1.0,94334000.0,10497576000.0,2.588,2.588,0.03989640500709133,124.038925,20.723577,111.1245065,1.9755231,0.033002991534593594,111.1245065,0.0012699031214155674,16.406,16.4161766,551297937.9495306,550614000.0,458720666.6666667,550614000.0,0.02696,-0.1547176,0.1,0.7837406,27.4725,0.219661,2.084171013148082e-09,1.00037,0.12181,2.46,0.411,51.38,0.0079992,1.6278179,135596992,113487000,0.8369433,15400,9055814656,6912734720,7369.2857143,0.2754139,0.589,0.2754139,0.1225676,0.2754139,0.1225676,0.2754139,5.4979891,0.4723919,7.1230772,0.92,0.92,240718400.0,1.0,371473000.0,1.0,37.619952,24.3781235,24.3781235,1.0532766,1.0,0.8480393,1.0,0.8480393,0.9218905,USD,USD,1.0,1.0,0,0,0,0,51.38,34.94,54.67,46.31855,10.9274794,47.0520893,-6.0179257,1.6664977,21.4204377,1.978203,1.0,4.4323145,2.0,0.791214,1.0,0.5871052,1.0,1.8282952,2.0,0.5947886,1.0,0.8375511,0.5,1.5656833,1.0,4.4423145,0.5971052,0.6047886,1.5756833,3.0089989,7220088866.666667,1.0,7639983733.333333,1.0,7639983733.333333,3476850066.6666665,1.0,6194842800.0,1.5,6194842800.0,0.1123474,0.1152278,605315733.3333334,554530733.3333334,554530733.3333334,3663911533.3333335,1.0,3465772200.0,1.0,3465772200.0,1.7769633,None
RTX,Raytheon Technologies Corporati,Industrials,United States,53030.8029585,0.07423166506410367,50888733333.333336,1.0,605733333.3333334,54176533333.333336,1.0,62297000000.0,1.0,2184000000.0,1.0,197854000000.0,1.0,2184000000.0,197854000000.0,62297000000.0,50888733333.333336,1.0,605733333.3333334,62297000000.0,1.0,2184000000.0,1.0,2184000000.0,62297000000.0,2.48,2.48,0.03823148547820189,60.2914283,60.2914283,60.2914283,2.113689,0.03531118424976332,60.2914283,0.0006889953926839071,16.857,17.0273228,8982518331.138401,8801000000.0,7228866666.666667,8801000000.0,0.03506,-0.1580002,0.1,0.1378191,2.75,0.0059596,5.6545429411490016e-11,0.80365,0.00115,0.0,0.0,86.94,0.0,1000.0,1515090048,2108999936,1.3919964,181000,154478166016,131676479488,11651.9333481,-0.5343942,0.129,-0.5343942,0.1692673,-0.5343942,0.1692673,-0.5343942,0.1965606,0.1390668,3.9791664,0.85,0.85,5510333333.333333,1.0,4950000000.0,1.0,28.0342688,31.2077103,31.2077103,3.4641246,2.0,1.2232015,1.0,1.2232015,1.1069844,USD,USD,1.0,1.0,0,0,0,0,86.94,65.02,92.32,83.93705,3.5776216,33.7127038,-5.8275563,1.6058608,17.1493392,3.3214276,2.0,3.6741609,2.0,0.6600742,1.0,0.3268566,1.0,0.2466546,1.0,0.8462964,4.0,1.2384682,1.0,0.5907976,0.5,3.6841609,0.3368566,0.8562964,0.6007976,2.1424792,296136800000.0,2.0,106659600000.0,0.6666667,106659600000.0,113453600000.0,2.0,71231000000.0,1.0,71231000000.0,0.1204764,0.1306608,9126200000.0,6430466666.666667,6430466666.666667,89310666666.66667,1.0,58070533333.33333,0.6666667,58070533333.33333,2.2117544,None
EEFT,"Euronet Worldwide, Inc.",Technology,United States,20409.1115052,0.07448044674621995,2545847733.333333,1.0,132156733.3333333,929868000.0,1.0,2738346000.0,1.0,27613500.0,0.25,3973690000.0,1.0,27613500.0,3973690000.0,2738346000.0,2545847733.333333,1.0,132156733.3333333,2738346000.0,1.0,27613500.0,0.25,27613500.0,2738346000.0,2.48,2.48,0.03823148547820189,210.9635058,13.169451,186.239249,2.1273575,0.035539529537039684,62.0797497,0.0007094318832428483,23.282,23.2820724,291693813.7617043,291692000.0,395117533.3333333,291692000.0,0.04034,0.0027842,0.1,0.0020195,0.1,0.0160479,1.522644802759666e-10,0.97239,0.04375,8.38,-0.268,111.04,-0.0024135,4.1420207,52785800,110454000,2.0924946,8100,6791257600,5825440768,13636.2962963,-0.3624452,0.354,-0.3624452,-0.0134924,-0.3624452,-0.0134924,-0.3624452,0.2137555,0.2621269,5.369833,2.5,2.5,341782266.6666667,1.0,124127500.0,0.5,19.8701286,54.7119502,54.7119502,2.1377879,1.0,2.1338306,1.0,2.1338306,1.4617637,USD,USD,1.0,1.0,0,0,0,0,111.04,106.96,167.71,138.0039,-19.5385058,3.8145101,-33.7904716,0.134321,0.135321,0.4927594,0.3333333,1.4698192,1.0,0.8907257,1.0,0.4586494,0.5,12.9612231,6.0,2.8795347,1.0,10.411816,6.0,1.7874596,1.0,1.4798192,0.4686494,2.8895347,1.7974596,1.6386394,9043558800.0,2.0,4457651866.666667,1.0,4457651866.666667,1436395733.3333333,1.0,1422168600.0,1.0,1422168600.0,0.1061946,0.1194165,1274920800.0,1288101733.3333333,1288101733.3333333,6170258266.666667,2.0,3035222533.333333,1.0,3035222533.333333,1.8911826,None
AXTA,Axalta Coating Systems Ltd.,Basic Materials,United States,6353.1637958,0.07448947394512724,4106573333.3333335,1.0,161313333.3333333,221833333.3333333,0.5,3817700000.0,1.0,21150000.0,0.25,3069750000.0,1.5,21150000.0,3069750000.0,3817700000.0,4106573333.3333335,1.0,161313333.3333333,3817700000.0,1.0,21150000.0,0.25,21150000.0,3817700000.0,2.566,2.566,0.03955725473268792,92.61111,14.558952,82.8545902,2.0343277,0.03398537828370079,82.8545902,0.0009468415746673097,13.884,13.9959476,694296316.33535,683100000.0,811040000.0,683100000.0,0.02216,0.1763553,4.75,0.0027175,0.1,0.0680776,6.459287746331386e-10,1.02087,0.00221,2.29,0.36,33.23,0.0108336,5.709882,232947008,84600000,0.3631727,13000,9795059712,7766453248,6507.6923077,-0.709,0.081,0.4287287,-0.0975243,0.4287287,-0.0975243,-0.4245678,0.2075432,0.0363689,2.1570636,0.78,0.78,526600000.0,1.0,274850000.0,0.5,18.6005691,35.6378378,35.6378378,4.0550196,1.0,4.1192428,1.0,4.1192428,2.0305918,USD,USD,1.0,1.0,0,0,0,0,33.23,26.42,34.2,30.53975,8.8090112,25.7759273,-2.8362573,1.7506427,28.7862481,1.2583837,1.0,1.2512105,1.0,0.4400403,2.0,1142.0235294,8.0,0.9789399,1.0,0.512837,0.5,7.1988738,3.0,0.6262612,0.25,1.2612105,1142.0335294,0.522837,0.6362612,0.9487358,6980880000.0,1.0,7035786666.666667,1.0,7035786666.666667,1371140000.0,1.0,1366646666.6666667,1.0,1366646666.6666667,0.1030061,0.1154758,1582226666.6666667,1718340000.0,1718340000.0,5547173333.333333,1.0,5622880000.0,1.0,5622880000.0,1.3004467,None
CB,Chubb Limited,Financial Services,Switzerland,70.2534502,0.07449160847449593,139475733333.33334,4.0,3857666666.6666665,73351733333.33333,2.0,39040000000.0,1.0,8177000000.0,1.0,242692500000.0,1.5,8177000000.0,242692500000.0,39040000000.0,139475733333.33334,4.0,3857666666.6666665,39040000000.0,1.0,8177000000.0,1.0,8177000000.0,39040000000.0,2.421,2.421,0.03732194610593821,15.583793,15.006254,15.5116006,2.2107887,0.03693332705189587,20.6821342,0.00023635026696938052,12.172,12.1721183,7764150908.97141,7764000000.0,4569000000.0,7764000000.0,0.20945,3.8896569,36.9075,0.6249516,2.75,1.5756862,1.495030753687478e-08,0.8960299,0.00528,12.79,12.316,191.78,0.0642194,1.4609436,449691008,8176999936,18.1835967,31000,94507081728,86309191680,263774.1914839,-0.0789433,0.072,-0.0789433,0.0454741,-0.0789433,0.0454741,-0.0789433,0.2421057,0.0653685,2.8067267,0.56,0.56,15881466666.666666,2.0,11315000000.0,1.0,5.950778,8.3523713,8.3523713,1.1133501,0.5,2.2672722,1.0,2.2672722,1.5067464,USD,USD,1.0,1.0,0,0,0,0,191.78,144.0,197.92,172.6654,11.0703129,33.1805556,-3.1022635,1.7722552,30.9854313,1.4492722,1.0,2.8822742,2.0,0.4753199,0.5,0.4395057,0.5,0.2670583,0.5,0.7895186,1.0,0.3674352,1.0,0.3537334,1.0,2.8922742,0.4495057,0.7995186,0.3637334,1.6280038,364870400000.0,2.0,291463400000.0,1.5,291463400000.0,56576533333.333336,1.0,59473000000.0,1.0,59473000000.0,0.128055,0.237491,-61409400000.0,-68130733333.333336,-68130733333.333336,251717333333.3333,2.0,134835933333.33331,1.0,134835933333.33331,0.3727867,None
